,beta_a_mean,beta_b_mean,difference_mean,fold_change_mean,fold_change_hdi_low,fold_change_hdi_high,p_diff_greater_than_zero,p_diff_less_than_zero,transcript_id,gene_id,ap,apt,ce,cet,a5,a5t,a3,a3t,ae,aet,i,it,promoter_group,ceI,ceE,a5I,a5E,a3I,a3E,iI,iE,log2_fold_change_mean,color
3064,0.5653966329970876,0.3392772362510363,-0.2261193967460517,0.8144773716646496,0.4749967686920515,1.0967759405506414,0.1175,0.8825,ENSMUST00000074552,ENSMUSG00000008690,0.3863636363636363,3,0,0,0,0,1,5,0.0,1,0,0,1,0,0,0,0,1,4,0,0,-0.2960534774633741,grey
3063,0.5653966329970876,0.3392772362510363,-0.2261193967460517,0.8144773716646496,0.4749967686920515,1.0967759405506414,0.1175,0.8825,ENSMUST00000074552,ENSMUSG00000008690,0.3863636363636363,3,0,0,0,0,1,5,0.0,1,0,0,1,0,0,0,0,1,4,0,0,-0.2960534774633741,grey
3062,0.5653966329970876,0.3392772362510363,-0.2261193967460517,0.8144773716646496,0.4749967686920515,1.0967759405506414,0.1175,0.8825,ENSMUST00000074552,ENSMUSG00000008690,0.3863636363636363,3,0,0,0,0,1,5,0.0,1,0,0,1,0,0,0,0,1,4,0,0,-0.2960534774633741,grey
3061,0.5653966329970876,0.3392772362510363,-0.2261193967460517,0.8144773716646496,0.4749967686920515,1.0967759405506414,0.1175,0.8825,ENSMUST00000074552,ENSMUSG00000008690,0.3863636363636363,3,0,0,0,0,1,5,0.0,1,0,0,1,0,0,0,0,1,4,0,0,-0.2960534774633741,grey
2893,0.552924252873374,0.3308216963838399,-0.2221025564895341,0.814665285742042,0.5337042885266624,1.1081848601038211,0.1125,0.8875,ENSMUST00000065005-0,ENSMUSG00000002820,0.0,1,0,1,0,1,1,10,1.0,3,0,0,0,0,1,0,1,1,9,0,0,-0.2957206610491246,grey
2892,0.552924252873374,0.3308216963838399,-0.2221025564895341,0.814665285742042,0.5337042885266624,1.1081848601038211,0.1125,0.8875,ENSMUST00000065005-0,ENSMUSG00000002820,0.0,1,0,1,0,1,1,10,1.0,3,0,0,0,0,1,0,1,1,9,0,0,-0.2957206610491246,grey
2894,0.552924252873374,0.3308216963838399,-0.2221025564895341,0.814665285742042,0.5337042885266624,1.1081848601038211,0.1125,0.8875,ENSMUST00000065005-0,ENSMUSG00000002820,0.0,1,0,1,0,1,1,10,1.0,3,0,0,0,0,1,0,1,1,9,0,0,-0.2957206610491246,grey
2895,0.552924252873374,0.3308216963838399,-0.2221025564895341,0.814665285742042,0.5337042885266624,1.1081848601038211,0.1125,0.8875,ENSMUST00000065005-0,ENSMUSG00000002820,0.0,1,0,1,0,1,1,10,1.0,3,0,0,0,0,1,0,1,1,9,0,0,-0.2957206610491246,grey
2896,0.552924252873374,0.3308216963838399,-0.2221025564895341,0.814665285742042,0.5337042885266624,1.1081848601038211,0.1125,0.8875,ENSMUST00000065005-0,ENSMUSG00000002820,0.0,1,0,1,0,1,1,10,1.0,3,0,0,0,0,1,0,1,1,9,0,0,-0.2957206610491246,grey
2897,0.552924252873374,0.3308216963838399,-0.2221025564895341,0.814665285742042,0.5337042885266624,1.1081848601038211,0.1125,0.8875,ENSMUST00000065005-0,ENSMUSG00000002820,0.0,1,0,1,0,1,1,10,1.0,3,0,0,0,0,1,0,1,1,9,0,0,-0.2957206610491246,grey
